time(millisecond),latitude,longitude,height_above_takeoff(feet),height_sonar(feet),compass_heading(degrees),roll(degrees),battery_percent,voltageCell1
213000,12.8568978427127,100.972952678212,13.12336,14.107612,5.4,3,86,4.124
213100,12.8568977152772,100.972952720286,13.12336,14.107612,5.5,2.4,86,4.124
213200,12.8568976719736,100.972952391184,13.12336,14.107612,5.6,-2.1,86,4.124
213300,12.8568976039177,100.972952164473,13.12336,14.107612,5.4,-12.3,86,4.124
213400,12.8568975770809,100.972951801909,13.12336,14.107612,5.6,-3.1,86,4.124
213500,12.8568975724431,100.972951209822,13.451444,14.107612,5.8,3.1,86,4.124
213600,12.8568975820835,100.972950926274,13.451444,14.107612,5.6,3,86,4.124
213700,12.8568976054289,100.972950714132,13.451444,14.107612,5.5,-8.7,86,4.123
213800,12.8568976146263,100.972950352517,13.451444,14.107612,5.5,-14.8,86,4.123
213900,12.8568977086331,100.972949754086,13.451444,13.779528,5.5,-13.8,86,4.123
214000,12.8568977722076,100.97294894244,13.451444,14.107612,5.9,4.9,86,4.123
214100,12.8568978508419,100.972948300353,13.451444,14.107612,5.9,8.7,86,4.123
214200,12.8568978989136,100.972947774962,13.451444,14.107612,5.8,8.3,86,4.123
214300,12.8568978897682,100.972947258779,13.451444,14.107612,5.7,7.1,86,4.123
214400,12.8568978058447,100.972946868237,13.451444,14.107612,5.7,5.6,86,4.123
214500,12.8568978056623,100.972946406729,13.451444,14.107612,5.7,2.7,86,4.123
214600,12.8568976936254,100.972946059315,13.451444,14.107612,5.9,2.6,86,4.123
214700,12.8568973773685,100.972946002567,13.451444,14.107612,5.9,2.7,86,4.123
214800,12.8568968606958,100.972946351,13.451444,14.107612,5.4,2.5,86,4.122
214900,12.8568962389429,100.972946360877,13.451444,14.107612,5.1,2.3,86,4.122
215000,12.8568957242634,100.972946237521,13.451444,14.107612,5,2.5,86,4.122
215100,12.8568953028221,100.972945975748,13.451444,14.107612,5.3,2.4,86,4.122
215200,12.8568947445524,100.972945772955,13.451444,14.107612,5.5,1.7,86,4.122
215300,12.8568943546899,100.972945764379,13.451444,14.107612,5.5,1,86,4.122
215400,12.8568940286103,100.972945786628,13.451444,14.107612,5.6,0.2,86,4.122
215500,12.8568936674083,100.972945811778,13.451444,14.107612,5.6,0,86,4.122
215600,12.8568932614438,100.972945912374,13.451444,14.107612,5.7,-0.1,86,4.122
215700,12.8568926720513,100.972945919123,13.451444,14.107612,5.8,0.2,86,4.122
215800,12.8568920788417,100.972945951478,13.451444,14.107612,5.6,0.8,86,4.121
215900,12.8568915279977,100.972945990511,13.451444,14.107612,5.6,1.1,86,4.121
216000,12.8568911113115,100.972946018349,13.451444,14.107612,5.7,0.9,86,4.121
216100,12.8568912148284,100.972946263813,13.451444,14.107612,5.7,0.6,86,4.121
216200,12.8568909333812,100.972946334076,13.451444,14.107612,5.6,0.1,86,4.121
216300,12.8568905343863,100.97294636854,13.451444,14.107612,5.5,-0.3,86,4.121
216400,12.8568902264801,100.972946457572,13.451444,14.107612,5.4,-0.1,86,4.121
216500,12.8568895103947,100.97294658896,13.451444,14.107612,5.5,-0.2,86,4.121
216600,12.8568891185389,100.972946674935,13.451444,14.107612,5.5,-0.5,86,4.121
216700,12.8568887517352,100.97294670627,13.451444,14.107612,5.7,-0.7,86,4.121
216800,12.8568883460833,100.972946716059,13.451444,14.107612,5.7,-0.5,86,4.12
216900,12.8568883411198,100.972946725831,13.451444,14.107612,5.7,-0.3,86,4.12
217000,12.8568880032502,100.972946775321,13.451444,14.107612,5.8,-0.6,86,4.12
217100,12.8568873972606,100.972946885847,13.451444,14.107612,5.6,-0.8,86,4.12
217200,12.8568864353713,100.972946951365,13.451444,14.107612,5.6,-1,86,4.12
217300,12.8568845009883,100.972946930188,13.451444,14.107612,5.5,-1.1,86,4.12
217400,12.8568833091236,100.972946887464,13.451444,14.107612,5.7,-0.8,86,4.12
217500,12.8568819033856,100.972946814846,13.451444,14.107612,5.7,-0.4,86,4.12
217600,12.8568804764909,100.972946766832,13.779528,14.107612,6,-0.7,86,4.12
217700,12.8568790967428,100.972946738519,13.779528,14.107612,5.8,0,86,4.12
217800,12.8568776805177,100.972946749767,13.779528,14.107612,5.7,0,86,4.115
217900,12.8568766242959,100.972946711402,13.779528,14.107612,5.5,0.1,86,4.115
218000,12.856875811559,100.972946700646,13.779528,14.107612,5.5,0.2,86,4.115
218100,12.8568754869775,100.972946716622,13.779528,14.107612,5.5,0.2,86,4.115
218200,12.8568744420767,100.97294660548,13.451444,14.107612,5.5,0.1,86,4.115
218300,12.8568730220865,100.972946533512,13.451444,14.107612,5.6,0,86,4.115
218400,12.8568717689272,100.972946469224,13.451444,14.107612,5.7,-0.1,86,4.115
218500,12.8568706446886,100.972946418451,13.451444,14.107612,5.6,-0.2,86,4.115
218600,12.8568697064964,100.972946398557,13.451444,14.107612,5.6,-0.1,86,4.115
218700,12.8568694700984,100.972946432757,13.451444,14.107612,5.5,-0.5,86,4.115
218800,12.8568695002442,100.972946484918,13.451444,14.107612,5.5,-0.3,86,4.115
218900,12.8568694052864,100.972946522177,13.451444,14.107612,5.6,0,86,4.115
219000,12.8568692054958,100.972946567062,13.451444,14.107612,5.5,0,86,4.115
219100,12.8568686800816,100.972946666341,13.451444,14.107612,5.5,0,86,4.115
219200,12.8568680237015,100.972946714302,13.451444,14.107612,4.2,0.1,86,4.115
219300,12.8568676298916,100.972946719943,13.451444,14.107612,0.1,0.5,86,4.115
219400,12.8568674098562,100.972946738871,13.451444,14.107612,355.7,0.8,86,4.115
219500,12.8568667162303,100.972946635445,13.451444,14.107612,351,0.9,86,4.115
219600,12.8568666641461,100.972946643371,13.451444,14.107612,346.3,0.7,86,4.115
219700,12.8568666613061,100.972946644548,13.451444,14.107612,341.5,0.7,86,4.115
219800,12.8568666881168,100.972946676745,13.451444,14.107612,336.9,0.5,86,4.117
219900,12.8568668723916,100.972946620366,13.451444,14.107612,334.2,0.6,86,4.117
220000,12.8568669107968,100.972946676692,13.451444,14.107612,332.9,0.5,86,4.117
220100,12.8568670173622,100.972946679891,13.451444,14.107612,332.5,0.1,86,4.117
220200,12.8568671471035,100.972946709908,13.451444,14.107612,332.4,0,86,4.117
220300,12.8568673760107,100.972946740136,13.451444,14.107612,332.3,-0.1,86,4.117
220400,12.8568674524954,100.972946793914,13.451444,14.107612,332.3,-0.3,86,4.117
220500,12.8568675215284,100.972946844424,13.451444,14.107612,332.3,-0.5,86,4.117
220600,12.8568675954989,100.972946902789,13.451444,14.107612,332.4,-0.7,86,4.117
220700,12.8568674937928,100.972946747658,13.451444,14.107612,332.3,-0.6,86,4.117
220800,12.8568675287978,100.972946731859,13.451444,14.107612,332.3,-0.6,86,4.118
220900,12.8568676180105,100.972946781577,13.451444,14.107612,332.3,-0.7,86,4.118
221000,12.8568676727262,100.972946811981,13.451444,14.107612,332.4,-0.5,86,4.118
221100,12.856867692046,100.972946809152,13.451444,14.107612,332.4,-0.4,86,4.118
221200,12.8568677375383,100.972946785742,13.451444,14.107612,332.4,-0.7,86,4.118
221300,12.8568677681269,100.972946829837,13.451444,14.107612,332.4,-1.1,86,4.118
221400,12.8568677870951,100.972946836234,13.451444,14.107612,332.4,-1,86,4.118
221500,12.8568677956802,100.972946825795,13.451444,14.107612,332.4,-0.7,86,4.118
221600,12.8568678181267,100.972946873914,13.451444,14.107612,332.4,-0.5,86,4.118
221700,12.856867816394,100.972946898378,13.451444,14.107612,333.2,-0.4,86,4.118
221800,12.856867812108,100.972946892332,13.451444,14.107612,336.9,-0.2,86,4.116
221900,12.8568678064149,100.972946874617,13.451444,14.107612,340.6,-0.1,86,4.116
222000,12.8568678199375,100.97294683815,13.451444,14.107612,342.5,-0.2,86,4.116
222100,12.8568677914984,100.972946821559,13.451444,14.107612,343.1,-0.3,86,4.116
222200,12.8568677677491,100.972946838079,13.451444,14.107612,343.5,-0.2,86,4.116
222300,12.8568677566236,100.972946875214,13.451444,14.107612,346.2,-0.1,86,4.116
222400,12.856867743583,100.972946921137,13.451444,14.107612,350.6,0.2,86,4.116
222500,12.8568677414986,100.972946931927,13.451444,14.107612,355.1,0,86,4.116
222600,12.8568677321579,100.972946946866,13.451444,14.107612,359.7,0,86,4.116
222700,12.8568677418895,100.972946940469,13.451444,14.107612,4.5,0,86,4.116
222800,12.8568677587992,100.972946923509,13.451444,14.107612,9.2,0.1,86,4.116
222900,12.8568677966312,100.972946884072,13.451444,14.107612,14.1,0.1,86,4.115
223000,12.8568678015556,100.972946890434,13.451444,14.107612,18.9,0,86,4.115
223100,12.8568678070533,100.972946873299,13.451444,14.107612,23.7,0.2,86,4.115
223200,12.8568678123425,100.972946881471,13.451444,14.107612,28.5,0.2,86,4.115
223300,12.8568678175926,100.972946918184,13.451444,14.107612,33.3,0.2,86,4.115
223400,12.8568678525585,100.972946937112,13.451444,14.107612,38.1,0.1,86,4.115
223500,12.8568679011382,100.972946948729,13.451444,14.107612,42.9,-0.1,86,4.115
223600,12.8568679284831,100.972946986901,13.451444,14.107612,47.7,0,86,4.115
223700,12.8568680271668,100.97294706516,13.451444,14.107612,52.4,0.1,86,4.115
223800,12.8568680335633,100.972947112981,13.451444,14.107612,57.3,0,86,4.115
223900,12.8568680352048,100.972947165968,13.451444,14.107612,62.1,-0.1,86,4.115
224000,12.8568680442199,100.97294720414,13.451444,14.107612,66.8,0,86,4.115
224100,12.856868020666,100.972947240062,13.451444,14.107612,71.7,0.1,86,4.115
224200,12.8568680273101,100.972947268533,13.451444,14.107612,76.5,0.5,86,4.115
224300,12.8568680309708,100.972947306494,13.451444,14.107612,81.3,0.4,86,4.115
224400,12.8568680652984,100.972947344121,13.451444,14.107612,86.1,0.1,86,4.115
224500,12.8568681121976,100.972947380922,13.451444,14.107612,90.7,0,86,4.115
224600,12.8568682223065,100.972947450992,13.451444,14.107612,95.5,0,86,4.115
224700,12.8568682364674,100.972947503698,13.451444,14.107612,100.3,0.3,86,4.115
224800,12.8568682507196,100.972947559129,13.451444,14.107612,105,0.1,86,4.115
224900,12.8568682695183,100.972947585736,13.451444,14.107612,109.9,0,86,4.113
225000,12.8568682705996,100.972947672186,13.451444,14.107612,114.7,0.4,86,4.113
225100,12.8568682405972,100.972947713117,13.451444,14.107612,119.6,0.7,86,4.113
225200,12.8568682202221,100.972947782923,13.451444,14.107612,124.4,1,86,4.113
225300,12.856868230136,100.972947862624,13.451444,14.107612,129.2,1.2,86,4.113
225400,12.8568681971763,100.972948119037,13.451444,14.107612,134.1,0.8,86,4.113
225500,12.8568682026479,100.972948171022,13.451444,14.107612,138.9,0,86,4.113
225600,12.8568681659363,100.972948211602,13.451444,14.107612,143.6,0.3,86,4.113
225700,12.8568681253033,100.972948254255,13.451444,14.107612,146.6,0.5,86,4.113
225800,12.856867935075,100.97294832856,13.451444,14.107612,148.1,1.2,86,4.113
225900,12.8568678761775,100.97294835972,13.451444,14.107612,148.5,1.3,85,4.112
226000,12.856867838137,100.972948371776,13.451444,14.107612,148.7,1.3,85,4.112
226100,12.8568678052034,100.972948382145,13.451444,14.107612,148.8,1.1,85,4.112
226200,12.8568678048907,100.972948363165,13.451444,14.107612,148.7,0.7,85,4.112
226300,12.8568678374335,100.972948329035,13.451444,14.107612,148.6,0,85,4.112
226400,12.8568679280662,100.972948248948,13.451444,14.107612,148.6,-0.3,85,4.112
226500,12.8568680162106,100.972948181532,13.451444,14.107612,148.6,-0.4,85,4.112
226600,12.8568680968902,100.972948130565,13.451444,14.107612,148.5,0,85,4.112
226700,12.8568681370672,100.972948105768,13.451444,14.107612,148.6,0.2,85,4.112
226800,12.8568683738951,100.97294793011,13.451444,14.107612,148.6,0.4,85,4.112
226900,12.8568687925876,100.972947653715,13.451444,14.107612,148.6,0.3,85,4.112
227000,12.8568692205036,100.972947379341,13.451444,14.107612,148.6,0,85,4.109
227100,12.8568694378292,100.972947124351,13.451444,14.107612,148.7,0.1,85,4.109
227200,12.8568698474545,100.972946828607,13.451444,14.107612,149.1,0.1,85,4.109
227300,12.8568704660939,100.972946394849,13.451444,14.107612,148.9,0,85,4.109
227400,12.8568712932262,100.972945848157,13.451444,14.107612,148.8,-0.1,85,4.109
227500,12.8568724494214,100.972945052117,13.451444,14.107612,148.8,-0.1,85,4.109
227600,12.8568731100616,100.972944589098,13.779528,14.107612,148.7,-0.2,85,4.109
227700,12.856873633678,100.972944214267,13.779528,14.107612,148.6,-0.3,85,4.109
227800,12.8568740191763,100.972943972143,13.779528,14.107612,148.5,-0.1,85,4.109
227900,12.8568743059518,100.97294381543,13.779528,14.435696,148.5,0,85,4.109
228000,12.8568743705294,100.972943786608,14.107612,14.435696,148.6,0.8,85,4.11
228100,12.8568744656044,100.972943854832,14.435696,14.76378,148.7,1.1,85,4.11
228200,12.8568744991374,100.972943916818,14.76378,15.091864,148.6,0.4,85,4.11
228300,12.8568745359402,100.972943925025,15.419948,15.748032,148.7,0.3,85,4.11
228400,12.8568744111884,100.972944081808,15.748032,16.076116,148.8,0.6,85,4.11
228500,12.8568742211164,100.972944300418,16.076116,16.4042,148.7,0.9,85,4.11
228600,12.856874166114,100.972944387781,16.4042,16.732284,148.7,0.7,85,4.11
228700,12.8568741163488,100.972944459503,16.732284,17.060368,148.7,0.8,85,4.11
228800,12.85687391123,100.972944675143,16.732284,17.060368,148.7,0.6,85,4.11
228900,12.8568738590156,100.97294473755,16.732284,17.060368,148.7,0.6,85,4.11
229000,12.8568738308891,100.97294477052,16.732284,17.060368,148.5,0.3,85,4.129
229100,12.8568738756257,100.972944806583,16.732284,17.060368,148.5,0.1,85,4.129
229200,12.8568740378708,100.972944870115,16.732284,16.732284,148.6,0.5,85,4.129
229300,12.8568740453747,100.972944909869,16.4042,16.732284,148.6,0.5,85,4.129
229400,12.8568740564742,100.97294494377,16.4042,16.4042,148.5,0.4,85,4.129
229500,12.8568740677169,100.972944974402,16.076116,16.4042,148.6,0.7,85,4.129
229600,12.8568740795069,100.972945001256,16.076116,16.076116,148.7,0.6,85,4.129
229700,12.856874102709,100.972945059463,16.076116,16.076116,148.7,0.3,85,4.129
229800,12.8568740397598,100.972945079358,15.748032,16.076116,148.7,0.3,85,4.129
229900,12.856873945727,100.972945097495,15.748032,15.748032,148.6,0.4,85,4.129
230000,12.8568739122331,100.972945106299,15.419948,15.419948,148.6,0.2,85,4.068
230100,12.8568738941639,100.972945157547,15.419948,15.419948,148.6,0.6,85,4.068
230200,12.8568739081164,100.972945187388,15.091864,15.091864,148.5,1,85,4.068
230300,12.8568738523976,100.972945213381,15.091864,14.76378,148.5,0.7,85,4.068
230400,12.8568737902822,100.972945243258,14.76378,14.76378,148.5,1,85,4.068
230500,12.8568735535064,100.972945373345,14.435696,14.435696,148.4,1.4,85,4.068
230600,12.8568735243638,100.972945352765,14.435696,14.107612,148.4,1,85,4.068
230700,12.8568735018913,100.972945305859,14.107612,14.107612,148.4,0.4,85,4.068
230800,12.8568734692312,100.972945244137,13.779528,13.779528,148.2,0.8,85,4.068
230900,12.8568734095911,100.972945174823,13.451444,13.12336,148.5,-0.7,85,4.068
231000,12.8568733520354,100.972945104753,13.12336,12.795276,148.6,-1.6,85,4.087
231100,12.8568731971899,100.972945154085,12.467192,12.467192,148.7,-2,85,4.087
231200,12.8568730669795,100.972945167107,12.139108,11.811024,149.1,-0.7,85,4.087
231300,12.856873010023,100.9729450647,11.811024,11.48294,149.3,-2.6,85,4.087
231400,12.8568727638935,100.972945126088,11.48294,11.154856,148.9,-4.9,85,4.087
231500,12.8568727274294,100.972945032592,11.154856,10.498688,148.8,-3.1,85,4.087
231600,12.8568726812728,100.972945039235,10.826772,10.170604,148.7,-0.6,85,4.087
231700,12.8568726264919,100.972945087319,10.826772,10.170604,148.4,-1,85,4.087
231800,12.8568725737694,100.972945058795,10.498688,9.84252,148.5,-0.5,85,4.087
231900,12.8568725702259,100.972945083699,10.498688,9.84252,148.7,-0.9,85,4.087
232000,12.8568725872008,100.972945093189,10.498688,9.84252,148.7,-0.9,85,4.084
232100,12.8568725713202,100.972945195192,10.498688,9.84252,148.7,-0.7,85,4.084
232200,12.8568724409014,100.97294547048,10.498688,9.84252,148.7,-0.4,85,4.084
232300,12.856872046388,100.972945782621,10.498688,9.84252,148.7,0,85,4.084
232400,12.8568714212219,100.972946262583,10.498688,9.84252,148.7,0,85,4.084
232500,12.8568705662757,100.972946886778,10.498688,9.84252,148.7,0.4,85,4.084
232600,12.856869430169,100.972947731096,10.498688,9.84252,148.7,0.2,85,4.084
232700,12.8568685305644,100.972948323095,10.170604,9.84252,148.8,0.2,85,4.084
232800,12.8568676939871,100.972948832107,10.170604,9.84252,148.7,0,85,4.084
232900,12.8568669507653,100.972949279942,10.170604,9.84252,148.6,0,85,4.084
233000,12.8568660794175,100.972949871537,10.170604,9.84252,148.6,-0.5,85,4.109
233100,12.8568647135829,100.972950912566,10.170604,9.84252,148.5,-0.5,85,4.109
233200,12.8568637931994,100.972951620083,9.84252,9.84252,148.5,-0.1,85,4.109
233300,12.8568630657409,100.972952189305,9.84252,9.84252,148.7,0.7,85,4.109
233400,12.8568626657038,100.972952496474,9.84252,9.84252,149.1,8.6,85,4.109
233500,12.8568621350656,100.972952831621,9.84252,9.514436,148.7,1.7,85,4.109
233600,12.856861971648,100.972952797192,9.84252,9.514436,148.5,-1.9,85,4.109
233700,12.8568619047775,100.972952718862,9.84252,9.514436,148.8,2.3,85,4.109
233800,12.856861870463,100.972952650005,9.84252,9.514436,149,12.4,85,4.109
233900,12.8568624613015,100.972952105264,9.84252,9.514436,148.6,2.1,85,4.109
234000,12.8568622973889,100.972951891768,9.84252,9.84252,148.3,-2,85,4.108
234100,12.8568621691066,100.972951587201,9.84252,9.514436,148.5,-2.7,85,4.108
234200,12.856862014691,100.97295135012,9.84252,9.514436,148.6,5.6,85,4.108
234300,12.8568616545704,100.972950980703,9.84252,9.514436,148.6,7,85,4.108
234400,12.8568612861903,100.972950671302,9.514436,9.514436,148.1,-2.6,85,4.108
234500,12.8568609414943,100.972950350742,9.514436,9.514436,148.4,-3.4,85,4.108
234600,12.856860748921,100.972950088231,9.514436,9.514436,148.4,-3.7,85,4.108
234700,12.8568606923684,100.972949989005,9.514436,9.514436,148.4,-5.1,85,4.108
234800,12.8568606117148,100.972950200656,9.514436,9.514436,148.3,-11,85,4.108
234900,12.8568606854247,100.972950289144,9.514436,9.514436,148.8,-1,85,4.108
235000,12.8568607230483,100.972950353273,9.514436,9.514436,148.6,0.3,85,4.109
235100,12.8568605996383,100.972950423554,9.514436,9.514436,148.6,0.5,85,4.109
235200,12.856860233499,100.972950344908,9.514436,9.514436,148.7,0.6,85,4.109
235300,12.8568601669151,100.972950309091,9.514436,9.514436,148.6,0,85,4.109
235400,12.8568601761517,100.972950380672,9.514436,9.514436,148.5,0.4,85,4.109
235500,12.8568602063235,100.972950473448,9.514436,9.514436,148.6,0.6,85,4.109
235600,12.8568603913147,100.972950743428,9.514436,9.514436,148.6,0.9,85,4.109
235700,12.85686046664,100.972950840669,9.514436,9.514436,148.6,1.5,85,4.109
235800,12.8568605338752,100.972950910949,9.514436,9.514436,148.6,1.6,85,4.109
235900,12.8568605935023,100.972950962794,9.514436,9.514436,148.6,1.5,85,4.109
236000,12.85686070494,100.972951066888,9.514436,9.514436,148.6,1.3,85,4.11
236100,12.8568607139551,100.972951046906,9.186352,9.514436,148.6,1.4,85,4.11
236200,12.8568607279206,100.972951034938,9.186352,9.514436,148.5,1.1,85,4.11
236300,12.8568607403749,100.972951024762,9.186352,9.514436,148.5,0.8,85,4.11
236400,12.8568607621961,100.972951035412,9.186352,9.514436,148.5,1,85,4.11
236500,12.8568608556688,100.97295123353,9.186352,9.514436,148.4,0.8,85,4.11
236600,12.856860855773,100.97295116629,9.186352,9.514436,146,0.3,85,4.11
236700,12.8568608581049,100.972951095131,9.186352,9.514436,142,-0.1,85,4.11
236800,12.856860866664,100.972951026238,9.186352,9.514436,139.9,-0.4,85,4.11
236900,12.8568608993762,100.972951021212,9.186352,9.514436,140.4,0.1,85,4.11
237000,12.8568608982949,100.972950950228,9.186352,9.514436,144.1,0.4,85,4.109
237100,12.8568609137847,100.972950902285,9.186352,9.514436,146.3,-0.3,85,4.109
237200,12.8568609112704,100.972950865589,9.186352,9.514436,147.4,-1,85,4.109
237300,12.856860935215,100.972950965799,9.186352,9.514436,148.2,-1,85,4.109
237400,12.8568609110619,100.972950914552,9.186352,9.514436,151.2,-0.6,85,4.109
237500,12.8568608833914,100.972950851916,9.186352,9.514436,153.2,0,85,4.109
237600,12.8568608698037,100.972950803446,9.186352,9.514436,154.1,0,85,4.109
237700,12.8568608636547,100.972950805678,9.186352,9.514436,154.2,-0.3,85,4.109
237800,12.8568608543791,100.972950752058,9.186352,9.514436,154.4,-0.5,85,4.109
237900,12.8568607923419,100.972950717717,9.186352,9.514436,154.6,-0.8,85,4.109
238000,12.8568605695186,100.972950753639,9.186352,9.514436,154.5,-0.8,85,4.107
238100,12.8568601556593,100.97295098833,9.186352,9.514436,154.4,-0.6,85,4.107
238200,12.8568595932729,100.972951525936,9.186352,9.514436,154.3,-0.5,85,4.107
238300,12.8568586921311,100.972951933508,9.186352,9.514436,154.1,-0.7,85,4.107
238400,12.8568576151825,100.972952477669,9.186352,9.514436,154.2,-1.4,85,4.107
238500,12.8568562912836,100.972953181372,9.186352,9.514436,154.2,-1.3,85,4.107
238600,12.8568548259054,100.972954080645,9.186352,9.514436,154.2,0.1,85,4.107
238700,12.8568534100971,100.972954882888,9.186352,9.84252,154.1,1.5,85,4.107
238800,12.856851942804,100.972955757135,9.186352,9.84252,154.3,2,85,4.107
238900,12.8568501797463,100.972956729483,9.186352,9.514436,154.3,1.8,85,4.107
239000,12.8568484402424,100.972957813464,9.186352,9.514436,154.3,1.8,85,4.106
239100,12.8568456679533,100.972959348761,9.186352,9.514436,154.3,0.6,85,4.106
239200,12.8568426139433,100.972961043441,9.186352,9.84252,154.3,0,85,4.106
239300,12.8568394073938,100.972962748577,9.186352,9.84252,154.3,-0.2,85,4.106
239400,12.8568349747823,100.972965367187,8.858268,9.84252,154.1,-0.2,85,4.106
239500,12.8568316886084,100.972967066665,8.858268,9.84252,154.2,-0.5,85,4.106
239600,12.8568286676493,100.972968633121,8.858268,9.84252,154.4,0.2,85,4.106
239700,12.8568254392786,100.972970315148,8.858268,9.84252,154.3,1.4,85,4.106
239800,12.8568221136703,100.972972123939,8.858268,9.84252,154.3,1,85,4.106
239900,12.8568189075767,100.972974020867,8.858268,9.84252,154.6,1.5,85,4.106
240000,12.8568158056906,100.972975684141,8.858268,9.84252,154.6,1.6,85,4.108
240100,12.8568137657974,100.972976807718,8.858268,9.84252,154.4,2.3,85,4.108
240200,12.8568112898721,100.972978190362,8.858268,9.84252,154.1,2.3,85,4.108
240300,12.8568088838005,100.972979602724,8.858268,9.84252,154.3,2.7,85,4.108
240400,12.8568051846531,100.972981578738,8.530184,9.84252,154.4,2.3,85,4.108
240500,12.856801365952,100.972983593046,8.530184,9.84252,154.1,2.1,85,4.108
240600,12.8567978016007,100.972985466477,8.530184,9.84252,154,2.4,85,4.108
240700,12.8567980761564,100.972985435564,8.530184,9.84252,154,2.4,85,4.108
240800,12.8567963882807,100.972986344397,8.530184,9.84252,154,2.1,85,4.108
240900,12.8567936452124,100.972987766829,8.530184,9.84252,153.9,1.4,85,4.108
241000,12.8567903855104,100.972989445517,8.530184,9.84252,154,1.3,85,4.104
241100,12.8567847409978,100.972992108256,8.530184,9.84252,154.5,1.4,85,4.104
241200,12.8567795319703,100.9729947201,8.530184,9.84252,154.5,0,85,4.104
241300,12.8567749031638,100.972997120662,8.2021,9.84252,154.6,0.1,85,4.104
241400,12.856771167409,100.972999056114,8.2021,9.84252,155,1.6,85,4.104
241500,12.8567649955737,100.973002239166,8.2021,9.84252,154.6,1.9,84,4.104
241600,12.8567625157401,100.97300346754,8.2021,9.84252,154.3,1.9,84,4.104
241700,12.8567600900816,100.973004630625,8.2021,9.84252,154.2,1.9,84,4.104
241800,12.8567578566902,100.973005736732,8.2021,9.84252,154.1,1.5,84,4.104
241900,12.8567556017577,100.973006842911,8.2021,9.84252,154,0.9,84,4.104
242000,12.8567544747898,100.973007242925,8.530184,9.84252,153.9,0.9,84,4.104
242100,12.8567540373181,100.973007495981,8.530184,9.84252,154.1,0.9,84,4.104
242200,12.8567529885481,100.973008025292,8.530184,9.84252,154.2,0.8,84,4.105
242300,12.8567503528203,100.973009333103,8.530184,9.84252,154.2,1.1,84,4.105
242400,12.8567490461829,100.973009712925,8.530184,9.84252,154.2,1,84,4.105
242500,12.8567460173812,100.973011150823,8.530184,9.84252,154.3,0.7,84,4.105
242600,12.856743153756,100.973012557315,8.530184,9.84252,154.3,0.6,84,4.105
242700,12.8567410765128,100.973013554882,8.530184,9.84252,154.3,0.7,84,4.105
242800,12.8567404186605,100.973013730057,8.530184,9.84252,154.2,0.8,84,4.105
242900,12.8567378491517,100.97301499162,8.530184,9.84252,154.3,0.6,84,4.105
243000,12.856734847708,100.973016481566,8.530184,9.84252,154.2,1.1,84,4.105
